country,year,imports_usd,exports_usd,currency,observations,avg_rate,start_rate,end_rate,annual_change_pct,volatility_pct,min_rate,max_rate,remittances_usd,gdp_usd,gdp_growth_pct,inflation_pct,current_account_pct_gdp,reserves_usd
Nigeria,2019,47369076912.28,53617812190.3,NGN,258,306.72972868217056,306.33,305.69,-0.208925015506145,0.2150798564038674,305.4,310.23,23809281401.0144,668219992686.575,2.20842927835211,11.3964223378115,-2.04801100744941,39382191478.7729
Nigeria,2020,55455401890.467,34900471091.314,NGN,260,357.9334230769231,305.69,384.44,25.76139226013281,1.363704924826824,305.11,385.72,17207547305.9954,598586817817.392,-6.36889840468527,13.2460234276598,-2.67061135743947,38028751517.615
Nigeria,2021,52068286983.145,47231712930.364,NGN,261,400.7445593869732,386.08,412.01,6.716224616659772,0.4347263682770388,380.15,414.09,19483402058.9105,609147716965.348,1.109252540249,16.9528457221608,-0.534215770600622,41727503547.2316
Nigeria,2022,60671382373.661,63416711381.605,NGN,260,423.6657307692308,414.16,447.44,8.035541819586633,0.2010401998720081,412.29,452.49,20127614150.5134,646950257575.455,4.31882949157136,18.8471877843274,0.15744623858689,36809762970.197
Nigeria,2023,65047894217.899,65129007547.867,NGN,257,639.8598054474709,449.82,901.24,100.35569783468942,1.890181727673664,447.95,909.81,19549549365.0158,487387801877.803,3.31590368111438,24.659550203114,1.31788745938512,33452495121.7329
Nigeria,2024,40967693021.417,52361700787.283,NGN,259,1479.0002316602315,907.74,1539.41,69.5871064401701,2.426845216181394,874.91,1694.39,22126757545.065,252261880140.271,4.07106650147703,33.2416590552749,7.5441345734549,40405994024.7986
Nigeria,2025,44354013636.384,56063265928.563,NGN,315,1513.101111111111,1538.56,1444.71,-6.099859608985014,0.3742070327388201,1435.99,1633.42,22789097830.3714,290794361542.112,4.01336180700973,23.0101235833333,4.82784315736378,46024916767.4055
South_Africa,2015,85267207335.952,80035689874.235,ZAR,365,12.760927123287672,11.5822,15.531,34.09369549826457,0.5862956506344117,11.3412,15.6282,825253479.87049,346709790458.563,1.32186223678229,4.51869094892506,-4.31028688643789,45887065756.7249
South_Africa,2016,75149135298.341,75912597473.476,ZAR,366,14.706168306010929,15.5544,13.6997,-11.923957208249746,0.7886436341827646,13.2905,16.8065,755434048.949775,323585509674.481,0.664552307858116,6.60290842394872,-2.63361451678797,47180127300.8565
South_Africa,2017,83086880674.466,88233218989.624,ZAR,365,13.3146698630137,13.7008,12.3381,-9.946134532290074,0.5630098115980062,12.3381,14.4396,873861160.607838,381448814653.456,1.15794695181735,5.18618655524149,-2.37436753188649,50722891363.2361
South_Africa,2018,92636961890.609,93677434344.6,ZAR,365,13.245504931506847,12.3385,14.4001,16.708676095149322,0.6322123440811273,11.5759,15.4355,929043381.126847,405260723892.517,1.55678384721676,4.50987264867388,-3.00051939426576,51642041966.6735
South_Africa,2019,88037490927.971,89395988333.925,ZAR,365,14.448530958904112,14.392,14.0432,-2.4235686492495745,0.487936746012931,13.3117,15.3653,890059293.728209,389330032224.269,0.25993557687633,4.10285075461156,-2.6199906748304,55055893656.867
South_Africa,2020,68943156587.84,85226766450.055,ZAR,366,16.459309836065575,14.0404,14.6535,4.366684709837321,0.6197461527455743,14.0355,19.0236,810881603.952635,337974655408.055,-6.1689177146757,3.23238831615113,2.00352275153333,55008491995.5568
South_Africa,2021,93439563371.935,121321278845.567,ZAR,365,14.783108219178082,14.659,15.9142,8.56265775291629,0.5189665567248526,13.5015,16.1642,926650843.653293,419986284375.368,4.85864865060148,4.61874544887136,3.7724136934501,57597149617.2517
South_Africa,2022,111880322479.528,121616282067.877,ZAR,365,16.367355616438356,15.9212,16.9703,6.589327437630344,0.541567079489319,14.515,18.3858,872855576.231191,407596043067.885,2.05813661692193,7.03987272546482,-0.296182598127432,60553113006.2544
South_Africa,2023,107122724129.389,110607523884.529,ZAR,365,18.44091561643836,16.9697,18.4393,8.66014131068904,0.5315548561622677,16.8114,19.7493,803385605.182583,381440724491.232,0.80610455095804,6.0752438457966,-1.10356312207881,62491675820.3129
South_Africa,2024,101178542032.123,110042333524.38,ZAR,366,18.318059289617487,18.4265,18.7907,1.976501234634909,0.39032509946629,17.1405,19.2845,855374671.121348,401144998373.585,0.534843531905139,4.36115246518962,-0.64279979707505,65434957159.2265
South_Africa,2025,104948634605.015,116380900756.916,ZAR,365,17.87463726027397,18.809,16.5892,-11.801797012068684,0.3650477587926681,16.5892,19.6277,1004741847.38267,427184325997.307,1.11462608103956,3.20550474112603,-0.422766754018983,76023398333.6109
Tanzania,2015,14705968733.0,5854230521.0,TZS,363,2028.390523415978,1730.16,2160.82,24.8913395292921,0.8085442763079961,1727.76,2322.07,387768775.189672,47413919817.124,6.16062877406682,5.58816952959298,-5.52237840763772,4080762377.72074
Tanzania,2016,7876086602.0,4741924583.0,TZS,366,2184.3863661202186,2160.82,2172.03,0.518784535500405,0.1383048621187105,2160.21,2202.84,402531458.346674,49774409374.4538,6.86711619644551,5.17476629301493,-2.44600098634938,4350687047.93764
Tanzania,2017,7765411242.0,4178109062.771,TZS,365,2234.5210684931503,2173.58,2232.26,2.699693593058461,0.129305464539884,2173.58,2270.65,402634721.769049,53274884532.7886,6.72726996832438,5.31871605228931,-2.77322833378381,5887869884.67437
Tanzania,2018,8553677024.139,3669212438.537,TZS,365,2273.7896438356165,2233.44,2295.71,2.7880757933949507,0.1019383488489822,2233.44,2306.41,412910078.031612,57003712892.0858,5.50267599384966,3.49445848856181,-4.05016373285836,5049646420.4773
Tanzania,2019,9054671035.44,5003764881.184,TZS,365,2303.1212328767124,2295.33,2298.4,0.1337498311789753,0.0947786902034066,2289.99,2351.3,433499813.406953,61026731925.9213,5.79999999996723,3.46428057999021,-2.19612703390999,
Tanzania,2020,8516523405.047,6076410130.381,TZS,366,2311.4061202185794,2298.5,2321.47,0.9993474004785564,0.0793012877028007,2294.85,2321.78,326160727.762652,66068737786.0639,1.99196460647855,3.29029062798325,-2.2076089771516,
Tanzania,2021,10873264133.534,6390862886.744,TZS,365,2311.751232876712,2321.47,2301.85,-0.8451541480182789,0.0614998993564699,2294.71,2323.36,558427114.020975,70655628147.8986,4.32138429480482,3.69091958802199,-3.36035890344051,
Tanzania,2022,15654447273.284,6824846110.904,TZS,365,2321.586958904109,2301.86,2328.45,1.1551527894832825,0.0927083176156124,2298.35,2337.94,703752774.724637,75749121846.9703,4.56600576430955,4.35027204269101,-7.2373333204952,
Tanzania,2023,15117482286.806,7274328787.87,TZS,365,2412.012356164384,2328.49,2513.86,7.960953235788026,0.1458179209189319,2326.72,2514.7,1237899448.64826,79030935638.1317,5.06952353203394,3.79923291384916,-3.74610299942785,
Tanzania,2024,15684503481.074,8702027903.943,TZS,366,2609.720382513661,2512.65,2420.76,-3.6570950988000672,0.4705697743876956,2324.07,2728.48,1123259919.1452,79235713444.9777,5.5263138305945,3.05694676312373,-3.00342879227062,
Tanzania,2025,,,TZS,365,2549.054794520548,2418.53,2456.47,1.5687214961153997,0.3372710117986322,2415.39,2693.68,,90143496090.4411,5.85286828692739,3.32697361316105,,
Uganda,2015,5528117117.0,2267008685.0,UGX,364,3248.949725274725,2781.64,3395.03,22.051379761579515,0.574457728019513,2781.64,3714.99,902157540.45858,32387183730.1002,5.18785986002466,5.58968606251725,-5.16028723789941,2908876773.27382
Uganda,2016,4829459128.0,2482313415.0,UGX,366,3433.344918032787,3394.81,3614.94,6.484309873012051,0.2542581597051893,3325.81,3653.81,1146050427.30299,29203988696.2626,4.78100029254482,5.70637504616212,-2.85393787294637,3097848069.80846
Uganda,2017,5595903639.36,2901465679.76,UGX,365,3625.900904109589,3619.68,3642.47,0.6296136675065123,0.11115209049603,3593.12,3684.34,1165739410.77889,30744473841.424,3.13140551723596,5.20971705914209,-4.88278660173815,3720863721.20488
Uganda,2018,6729436499.55,3087363576.21,UGX,365,3743.367287671233,3646.2,3728.91,2.268389007734073,0.1981961475782991,3635.98,3912.1,1338053924.78985,32927025619.6795,6.30392378262997,2.61601190952274,-6.32983605256251,3233114649.90299
Uganda,2019,7696028888.77,3563784978.21,UGX,365,3720.7965479452055,3728.41,3687.6,-1.0945684621594731,0.1334240319875446,3673.76,3791.0,1424508662.67091,35353061003.4359,6.43874503276439,2.867588034469,-7.44419073613669,3246999026.90564
Uganda,2020,8250512382.0,4148958329.0,UGX,366,3734.876666666667,3687.81,3673.11,-0.3986105574853349,0.2022333405663924,3659.05,3920.27,1061902500.31817,37600368241.6657,2.95130642218098,3.31332289544502,-9.56958764500258,3912651478.07551
Uganda,2021,9086036680.36,3965317044.55,UGX,365,3603.0810958904112,3675.52,3553.69,-3.314633031516623,0.1471114606970903,3535.11,3726.68,1155212579.46723,40529788748.6737,3.53658034070898,2.20457204757414,-8.89448758335781,4878616030.6679
Uganda,2022,9747768913.48,3577444401.67,UGX,365,3706.456630136986,3557.13,3728.78,4.825519449668692,0.2935589019805427,3500.06,3898.84,1250376025.66842,45565333210.9108,4.58802192181773,7.1957888597581,-8.91897823001289,4080407824.1636
Uganda,2023,11780107481.99,6305023286.34,UGX,365,3742.1864383561647,3730.26,3796.52,1.7762836906810795,0.2188548840473621,3626.93,3844.4,1513799456.22875,48768955863.3175,5.33697295511469,5.35094804280395,-7.43279149697524,3939109256.17839
Uganda,2024,13832924772.85,8039344375.93,UGX,366,3772.3795355191255,3797.82,3686.08,-2.942214217630124,0.1798293347891624,3651.51,3964.45,1429424668.61517,53911907079.0485,6.05558075875589,3.32338033691819,-7.7752151397725,3482906765.58962
Uganda,2025,,,UGX,365,3610.4047397260274,3687.13,3619.53,-1.8334043009061276,0.2239382353899297,3433.64,3719.9,,61985829288.1496,6.33181157677313,3.58082784438067,,
