country,year,imports_usd,exports_usd,currency,observations,avg_rate,start_rate,end_rate,annual_change_pct,volatility_pct,min_rate,max_rate,remittances_usd,gdp_usd,gdp_growth_pct,inflation_pct,current_account_pct_gdp,reserves_usd,trade_balance_usd,total_trade_usd,trade_balance_pct_gdp,remittances_pct_gdp,fx_abs_change_pct,fx_depreciation,median_fx_volatility,fx_high_volatility,trade_openness_pct_gdp,reserves_pct_gdp,external_inflows_pct_gdp
Kenya,2020,15407437140.087,6021954588.7,KES,366,106.4683606557377,101.41,109.39,7.869046445123762,0.1775847961266874,100.4,111.58,3107932253.39579,100657505750.545,-0.272766327438816,5.40516207933392,-3.2691100706529,8297263558.90541,-9385482551.387001,21429391728.787,-9.324175560883283,3.0876309026552273,7.869046445123762,1,0.1017830190353522,1,21.289412616575763,8.243064932950105,9.07024943050147
Kenya,2021,19594117729.988,6751366221.034,KES,365,109.63641095890412,109.4,113.11,3.391224862888476,0.1017830190353522,106.57,113.11,3770089638.54768,109703658904.994,7.59048947333467,6.10793603659176,-4.59900811539261,9490896580.9297,-12842751508.953999,26345483951.022,-11.70676679077416,3.4366124851065063,3.391224862888476,1,0.1017830190353522,0,24.01513697354235,8.65139474440779,9.590797576490601
Kenya,2022,21100881275.088,7371116494.654,KES,364,117.86282967032967,113.11,123.33,9.03545221465829,0.0759654656868268,113.1,123.34,4059710201.31201,114448978152.637,4.85998104287999,7.65986268272224,-4.19995258299621,7969488013.00049,-13729764780.434002,28471997769.742,-11.996406610221586,3.547179072143136,9.03545221465829,1,0.1017830190353522,0,24.877459134471078,6.963354449850863,9.987705334267885
Kenya,2023,18604452437.681,7158109332.771,KES,365,139.83180821917807,123.35,156.83,27.142278070531024,0.092473084639765,123.33,156.84,4227611606.30686,107500884685.013,5.71999241214208,7.67139634029402,-2.54552534327702,7341776189.84466,-11446343104.91,25762561770.452,-10.647673401431799,3.9326295952764783,27.142278070531024,1,0.1017830190353522,0,23.964976517112916,6.829503042097473,10.591281153117036
Kenya,2024,20203122341.75,8255797029.967,KES,366,134.7675136612022,156.78,129.14,-17.62979971935197,0.3488495836388733,128.13,162.98,4999830478.63973,120397537849.826,4.66019594571891,4.48978854243448,-1.28724447407872,10066607177.351,-11947325311.783,28458919371.717,-9.923230595201302,4.152768044871572,17.62979971935197,0,0.1017830190353522,1,23.637459602549608,8.361140399654401,11.009882548545729
Kenya,2025,,,KES,365,129.09276712328767,129.14,128.86,-0.2168189561715716,0.0596765931851782,128.66,129.85,,135941278878.815,4.63261093844984,4.06912878540729,,12394288741.4979,,,,,0.2168189561715716,0,0.1017830190353522,0,,9.117384243932854,
Nigeria,2015,33830878655.195,48433351369.653,NGN,258,197.28949612403105,182.94,198.61,8.565649939871012,0.622949934349257,178.32,203.27,20626046924.0079,493026682800.63,2.65269329541779,9.00943498007706,-3.13140101186134,29011450144.31,14602472714.458,82264230024.84799,2.961801708481353,4.183555909558886,8.565649939871012,1,0.622949934349257,0,16.68555331681997,5.8843570046779075,14.00723342220955
Nigeria,2016,35194301007.0,32883045467.0,NGN,259,256.42822393822394,198.6,307.65,54.90936555891237,1.8158057549251143,197.27,330.42,19697938003.8912,404649125252.16,-1.61686894903467,15.6968126387972,1.25472098152786,28020197619.3379,-2311255540.0,68077346474.0,-0.5711752221284859,4.867905742194869,54.90936555891237,1,0.622949934349257,1,16.82379677246976,6.92456646282799,12.994216517365507
Nigeria,2017,31270090265.079,44466366757.115,NGN,257,310.0976653696498,305.79,305.23,-0.1831322149187353,1.6335994563718272,305.14,365.71,22037016831.8378,375745731053.427,0.805886619091581,16.5022662139641,3.60982550121524,40499220796.3652,13196276492.036,75736457022.194,3.5120229989145586,5.86487483704888,0.1831322149187353,0,0.622949934349257,1,20.156305384990546,10.778358195267598,17.699039029001433
Nigeria,2018,43011519138.034,62399696340.418,NGN,258,306.8222093023256,305.63,306.34,0.2323070379216529,0.4825411713663972,304.63,311.91,24311022415.6069,421739251509.08,1.92275734199798,12.0951065173432,1.72693303668361,43719362674.791,19388177202.384003,105411215478.452,4.597195336456981,5.764467577683716,0.2323070379216529,1,0.622949934349257,0,24.994404742092758,10.36644384376201,20.560267616958587
Nigeria,2019,47369076912.28,53617812190.3,NGN,258,306.72972868217056,306.33,305.69,-0.208925015506145,0.2150798564038674,305.4,310.23,23809281401.0144,668219992686.575,2.20842927835211,11.3964223378115,-2.04801100744941,39382191478.7729,6248735278.020004,100986889102.58,0.9351314456930564,3.5630902489596745,0.208925015506145,0,0.622949934349257,0,15.112820659041157,5.893596706144186,11.587066301326782
Nigeria,2020,55455401890.467,34900471091.314,NGN,260,357.9334230769231,305.69,384.44,25.76139226013281,1.363704924826824,305.11,385.72,17207547305.9954,598586817817.392,-6.36889840468527,13.2460234276598,-2.67061135743947,38028751517.615,-20554930799.153,90355872981.781,-3.4339096998663936,2.874695331370432,25.76139226013281,1,0.622949934349257,1,15.094865154438708,6.353088705875286,8.70517305865659
Nigeria,2021,52068286983.145,47231712930.364,NGN,261,400.7445593869732,386.08,412.01,6.716224616659772,0.4347263682770388,380.15,414.09,19483402058.9105,609147716965.348,1.109252540249,16.9528457221608,-0.534215770600622,41727503547.2316,-4836574052.780998,99299999913.509,-0.7939903438981667,3.1984691916720807,6.716224616659772,1,0.622949934349257,0,16.30146467727101,6.850145274303852,10.952206358358502
Nigeria,2022,60671382373.661,63416711381.605,NGN,260,423.6657307692308,414.16,447.44,8.035541819586633,0.2010401998720081,412.29,452.49,20127614150.5134,646950257575.455,4.31882949157136,18.8471877843274,0.15744623858689,36809762970.197,2745329007.9440002,124088093755.266,0.42434931832820355,3.111153278761294,8.035541819586633,1,0.622949934349257,0,19.180469024049103,5.689736195197946,12.913562449949948
Nigeria,2023,65047894217.899,65129007547.867,NGN,257,639.8598054474709,449.82,901.24,100.35569783468942,1.890181727673664,447.95,909.81,19549549365.0158,487387801877.803,3.31590368111438,24.659550203114,1.31788745938512,33452495121.7329,81113329.96799469,130176901765.76599,0.016642462050851917,4.011087123989457,100.35569783468942,1,0.622949934349257,1,26.709101307874693,6.863629945773663,17.37395900895223
Nigeria,2024,40967693021.417,52361700787.283,NGN,259,1479.0002316602315,907.74,1539.41,69.5871064401701,2.426845216181394,874.91,1694.39,22126757545.065,252261880140.271,4.07106650147703,33.2416590552749,7.5441345734549,40405994024.7986,11394007765.865997,93329393808.7,4.516737827978735,8.771344101915576,69.5871064401701,1,0.622949934349257,1,36.997026168521344,16.01747913808092,29.52822610016561
Nigeria,2025,44354013636.384,56063265928.563,NGN,315,1513.101111111111,1538.56,1444.71,-6.099859608985014,0.3742070327388201,1435.99,1633.42,22789097830.3714,290794361542.112,4.01336180700973,23.0101235833333,4.82784315736378,46024916767.4055,11709252292.179,100417279564.947,4.0266435119593265,7.83684309060138,6.099859608985014,0,0.622949934349257,0,34.532058679688284,15.82730714699236,27.116194186425187
South_Africa,2015,85267207335.952,80035689874.235,ZAR,365,12.760927123287672,11.5822,15.531,34.09369549826457,0.5862956506344117,11.3412,15.6282,825253479.87049,346709790458.563,1.32186223678229,4.51869094892506,-4.31028688643789,45887065756.7249,-5231517461.716995,165302897210.187,-1.5089038745625616,0.23802427926220335,34.09369549826457,1,0.541567079489319,1,47.677597160309546,13.23500720762285,23.322370922135693
South_Africa,2016,75149135298.341,75912597473.476,ZAR,366,14.706168306010929,15.5544,13.6997,-11.923957208249746,0.7886436341827646,13.2905,16.8065,755434048.949775,323585509674.481,0.664552307858116,6.60290842394872,-2.63361451678797,47180127300.8565,763462175.1349945,151061732771.81702,0.23593830759078752,0.23345731695764835,11.923957208249746,0,0.541567079489319,1,46.68371365695002,14.580420287768304,23.693283299228046
South_Africa,2017,83086880674.466,88233218989.624,ZAR,365,13.3146698630137,13.7008,12.3381,-9.946134532290074,0.5630098115980062,12.3381,14.4396,873861160.607838,381448814653.456,1.15794695181735,5.18618655524149,-2.37436753188649,50722891363.2361,5146338315.1579895,171320099664.09,1.3491556710782828,0.22909001864424086,9.946134532290074,0,0.541567079489319,1,44.91299830613795,13.297430589558273,23.360167007252358
South_Africa,2018,92636961890.609,93677434344.6,ZAR,365,13.245504931506847,12.3385,14.4001,16.708676095149322,0.6322123440811273,11.5759,15.4355,929043381.126847,405260723892.517,1.55678384721676,4.50987264867388,-3.00051939426576,51642041966.6735,1040472453.9910126,186314396235.20898,0.25674149816377617,0.22924584751352495,16.708676095149322,1,0.541567079489319,1,45.97395830655999,12.74291805794878,23.34459574987541
South_Africa,2019,88037490927.971,89395988333.925,ZAR,365,14.448530958904112,14.392,14.0432,-2.4235686492495745,0.487936746012931,13.3117,15.3653,890059293.728209,389330032224.269,0.25993557687633,4.10285075461156,-2.6199906748304,55055893656.867,1358497405.95401,177433479261.896,0.34893208679351595,0.22861305834621584,2.4235686492495745,0,0.541567079489319,0,45.57405403539163,14.141188477633982,23.190106119438788
South_Africa,2020,68943156587.84,85226766450.055,ZAR,366,16.459309836065575,14.0404,14.6535,4.366684709837321,0.6197461527455743,14.0355,19.0236,810881603.952635,337974655408.055,-6.1689177146757,3.23238831615113,2.00352275153333,55008491995.5568,16283609862.214996,154169923037.895,4.817997326620517,0.23992379043144937,4.366684709837321,1,0.541567079489319,1,45.615823722567995,16.275922207581537,25.456834315025706
South_Africa,2021,93439563371.935,121321278845.567,ZAR,365,14.783108219178082,14.659,15.9142,8.56265775291629,0.5189665567248526,13.5015,16.1642,926650843.653293,419986284375.368,4.85864865060148,4.61874544887136,3.7724136934501,57597149617.2517,27881715473.632004,214760842217.502,6.638720479907952,0.2206383584719846,8.56265775291629,1,0.541567079489319,0,51.1352037452625,13.714054901319953,29.10760047105721
South_Africa,2022,111880322479.528,121616282067.877,ZAR,365,16.367355616438356,15.9212,16.9703,6.589327437630344,0.541567079489319,14.515,18.3858,872855576.231191,407596043067.885,2.05813661692193,7.03987272546482,-0.296182598127432,60553113006.2544,9735959588.348999,233496604547.405,2.3886295644748143,0.21414721538055198,6.589327437630344,1,0.541567079489319,0,57.28627853939107,14.856158207642192,30.051601267313494
South_Africa,2023,107122724129.389,110607523884.529,ZAR,365,18.44091561643836,16.9697,18.4393,8.66014131068904,0.5315548561622677,16.8114,19.7493,803385605.182583,381440724491.232,0.80610455095804,6.0752438457966,-1.10356312207881,62491675820.3129,3484799755.1399994,217730248013.91803,0.9135888046007795,0.21061872883503555,8.66014131068904,1,0.541567079489319,0,57.08101784473275,16.383063424511025,29.2079220535018
South_Africa,2024,101178542032.123,110042333524.38,ZAR,366,18.318059289617487,18.4265,18.7907,1.976501234634909,0.39032509946629,17.1405,19.2845,855374671.121348,401144998373.585,0.534843531905139,4.36115246518962,-0.64279979707505,65434957159.2265,8863791492.257004,211220875556.503,2.209622836678667,0.2132332883594227,1.976501234634909,1,0.541567079489319,0,52.6544956095386,16.312046124101776,27.645292511468057
South_Africa,2025,104948634605.015,116380900756.916,ZAR,365,17.87463726027397,18.809,16.5892,-11.801797012068684,0.3650477587926681,16.5892,19.6277,1004741847.38267,427184325997.307,1.11462608103956,3.20550474112603,-0.422766754018983,76023398333.6109,11432266151.901001,221329535361.931,2.6761904536668486,0.23520100954944775,11.801797012068684,0,0.541567079489319,0,51.81124912418399,17.796392261379495,27.478920798474864
Tanzania,2015,14705968733.0,5854230521.0,TZS,363,2028.390523415978,1730.16,2160.82,24.8913395292921,0.8085442763079961,1727.76,2322.07,387768775.189672,47413919817.124,6.16062877406682,5.58816952959298,-5.52237840763772,4080762377.72074,-8851738212.0,20560199254.0,-18.669070699366873,0.8178374129059575,24.8913395292921,1,0.129305464539884,1,43.363213447234294,8.60667583161292,13.164908786839668
Tanzania,2016,7876086602.0,4741924583.0,TZS,366,2184.3863661202186,2160.82,2172.03,0.518784535500405,0.1383048621187105,2160.21,2202.84,402531458.346674,49774409374.4538,6.86711619644551,5.17476629301493,-2.44600098634938,4350687047.93764,-3134162019.0,12618011185.0,-6.2967337199757445,0.8087116721334099,0.518784535500405,1,0.129305464539884,1,25.350398615630915,8.740810996283937,10.335544119960996
Tanzania,2017,7765411242.0,4178109062.771,TZS,365,2234.5210684931503,2173.58,2232.26,2.699693593058461,0.129305464539884,2173.58,2270.65,402634721.769049,53274884532.7886,6.72726996832438,5.31871605228931,-2.77322833378381,5887869884.67437,-3587302179.229,11943520304.771,-6.7335710075939375,0.7557683612082596,2.699693593058461,1,0.129305464539884,0,22.418669527890263,11.05186794173269,8.598317621356422
Tanzania,2018,8553677024.139,3669212438.537,TZS,365,2273.7896438356165,2233.44,2295.71,2.7880757933949507,0.1019383488489822,2233.44,2306.41,412910078.031612,57003712892.0858,5.50267599384966,3.49445848856181,-4.05016373285836,5049646420.4773,-4884464585.601999,12222889462.676,-8.568677964624548,0.724356462206761,2.7880757933949507,1,0.129305464539884,0,21.4422690076614,8.858451781968705,7.161151983725186
Tanzania,2019,9054671035.44,5003764881.184,TZS,365,2303.1212328767124,2295.33,2298.4,0.1337498311789753,0.0947786902034066,2289.99,2351.3,433499813.406953,61026731925.9213,5.79999999996723,3.46428057999021,-2.19612703390999,,-4050906154.2560005,14058435916.624,-6.63792083635297,0.7103441389146754,0.1337498311789753,1,0.129305464539884,0,23.036521001467282,,8.909644221471833
Tanzania,2020,8516523405.047,6076410130.381,TZS,366,2311.4061202185794,2298.5,2321.47,0.9993474004785564,0.0793012877028007,2294.85,2321.78,326160727.762652,66068737786.0639,1.99196460647855,3.29029062798325,-2.2076089771516,,-2440113274.6660004,14592933535.428,-3.693294826620256,0.493668773904517,0.9993474004785564,1,0.129305464539884,0,22.08750163001621,,9.690772175602493
Tanzania,2021,10873264133.534,6390862886.744,TZS,365,2311.751232876712,2321.47,2301.85,-0.8451541480182789,0.0614998993564699,2294.71,2323.36,558427114.020975,70655628147.8986,4.32138429480482,3.69091958802199,-3.36035890344051,,-4482401246.79,17264127020.278,-6.34401160146407,0.790350505202583,0.8451541480182789,0,0.129305464539884,0,24.43418517791701,,9.835437293429054
Tanzania,2022,15654447273.284,6824846110.904,TZS,365,2321.586958904109,2301.86,2328.45,1.1551527894832825,0.0927083176156124,2298.35,2337.94,703752774.724637,75749121846.9703,4.56600576430955,4.35027204269101,-7.2373333204952,,-8829601162.380001,22479293384.188,-11.656374288031635,0.9290573376498946,1.1551527894832825,1,0.129305464539884,0,29.675978857683738,,9.938859622475945
Tanzania,2023,15117482286.806,7274328787.87,TZS,365,2412.012356164384,2328.49,2513.86,7.960953235788026,0.1458179209189319,2326.72,2514.7,1237899448.64826,79030935638.1317,5.06952353203394,3.79923291384916,-3.74610299942785,,-7843153498.936,22391811074.676,-9.924156199856188,1.5663479606471786,7.960953235788026,1,0.129305464539884,1,28.332969733781255,,10.770754727609713
Tanzania,2024,15684503481.074,8702027903.943,TZS,366,2609.720382513661,2512.65,2420.76,-3.6570950988000672,0.4705697743876956,2324.07,2728.48,1123259919.1452,79235713444.9777,5.5263138305945,3.05694676312373,-3.00342879227062,,-6982475577.130999,24386531385.017,-8.812283342384138,1.4176182308564762,3.6570950988000672,0,0.129305464539884,1,30.777196701776806,,12.400074910552812
Tanzania,2025,,,TZS,365,2549.054794520548,2418.53,2456.47,1.5687214961153997,0.3372710117986322,2415.39,2693.68,,90143496090.4411,5.85286828692739,3.32697361316105,,,,,,,1.5687214961153997,1,0.129305464539884,1,,,
Uganda,2015,5528117117.0,2267008685.0,UGX,364,3248.949725274725,2781.64,3395.03,22.051379761579515,0.574457728019513,2781.64,3714.99,902157540.45858,32387183730.1002,5.18785986002466,5.58968606251725,-5.16028723789941,2908876773.27382,-3261108432.0,7795125802.0,-10.069132466646586,2.7855387117840915,22.051379761579515,1,0.2022333405663924,1,24.06855090260694,8.981567516073804,9.78524792976427
Uganda,2016,4829459128.0,2482313415.0,UGX,366,3433.344918032787,3394.81,3614.94,6.484309873012051,0.2542581597051893,3325.81,3653.81,1146050427.30299,29203988696.2626,4.78100029254482,5.70637504616212,-2.85393787294637,3097848069.80846,-2347145713.0,7311772543.0,-8.037072392444726,3.9242941750955294,6.484309873012051,1,0.2022333405663924,1,25.036896908317622,10.607619739987467,12.424206433031978
Uganda,2017,5595903639.36,2901465679.76,UGX,365,3625.900904109589,3619.68,3642.47,0.6296136675065123,0.11115209049603,3593.12,3684.34,1165739410.77889,30744473841.424,3.13140551723596,5.20971705914209,-4.88278660173815,3720863721.20488,-2694437959.5999994,8497369319.12,-8.76397486422295,3.7917038905646008,0.6296136675065123,1,0.2022333405663924,0,27.63868838005921,12.102544803325019,13.229060648482733
Uganda,2018,6729436499.55,3087363576.21,UGX,365,3743.367287671233,3646.2,3728.91,2.268389007734073,0.1981961475782991,3635.98,3912.1,1338053924.78985,32927025619.6795,6.30392378262997,2.61601190952274,-6.32983605256251,3233114649.90299,-3642072923.34,9816800075.76,-11.061044399841697,4.063695094251499,2.268389007734073,1,0.2022333405663924,0,29.813807627655237,9.819030383268672,13.44007670815827
Uganda,2019,7696028888.77,3563784978.21,UGX,365,3720.7965479452055,3728.41,3687.6,-1.0945684621594731,0.1334240319875446,3673.76,3791.0,1424508662.67091,35353061003.4359,6.43874503276439,2.867588034469,-7.44419073613669,3246999026.90564,-4132243910.5600004,11259813866.98,-11.688503889828366,4.029378566490931,1.0945684621594731,0,0.2022333405663924,0,31.849615132012698,9.184491907476048,14.109934187583098
Uganda,2020,8250512382.0,4148958329.0,UGX,366,3734.876666666667,3687.81,3673.11,-0.3986105574853349,0.2022333405663924,3659.05,3920.27,1061902500.31817,37600368241.6657,2.95130642218098,3.31332289544502,-9.56958764500258,3912651478.07551,-4101554053.0,12399470711.0,-10.908281606814127,2.8241811183685566,0.3986105574853349,0,0.2022333405663924,0,32.97699275524622,10.405886061881235,13.858536692584602
Uganda,2021,9086036680.36,3965317044.55,UGX,365,3603.0810958904112,3675.52,3553.69,-3.314633031516623,0.1471114606970903,3535.11,3726.68,1155212579.46723,40529788748.6737,3.53658034070898,2.20457204757414,-8.89448758335781,4878616030.6679,-5120719635.81,13051353724.91,-12.63445923087268,2.8502802879894937,3.314633031516623,0,0.2022333405663924,0,32.20187947645568,12.037111915189907,12.633990410780996
Uganda,2022,9747768913.48,3577444401.67,UGX,365,3706.456630136986,3557.13,3728.78,4.825519449668692,0.2935589019805427,3500.06,3898.84,1250376025.66842,45565333210.9108,4.58802192181773,7.1957888597581,-8.91897823001289,4080407824.1636,-6170324511.809999,13325213315.15,-13.541708305410772,2.7441388826912223,4.825519449668692,1,0.2022333405663924,1,29.244191529272577,8.955070744849793,10.595380494622125
Uganda,2023,11780107481.99,6305023286.34,UGX,365,3742.1864383561647,3730.26,3796.52,1.7762836906810795,0.2188548840473621,3626.93,3844.4,1513799456.22875,48768955863.3175,5.33697295511469,5.35094804280395,-7.43279149697524,3939109256.17839,-5475084195.65,18085130768.33,-11.226576617704847,3.1040226911386126,1.7762836906810795,1,0.2022333405663924,1,37.08328474166304,8.077083436476167,16.03237675311771
Uganda,2024,13832924772.85,8039344375.93,UGX,366,3772.3795355191255,3797.82,3686.08,-2.942214217630124,0.1798293347891624,3651.51,3964.45,1429424668.61517,53911907079.0485,6.05558075875589,3.32338033691819,-7.7752151397725,3482906765.58962,-5793580396.92,21872269148.78,-10.746383704114093,2.6514080952826835,2.942214217630124,0,0.2022333405663924,0,40.57038664336195,6.46036646502376,17.563409564906614
Uganda,2025,,,UGX,365,3610.4047397260274,3687.13,3619.53,-1.8334043009061276,0.2239382353899297,3433.64,3719.9,,61985829288.1496,6.33181157677313,3.58082784438067,,,,,,,1.8334043009061276,0,0.2022333405663924,1,,,
